id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50380528,Townhouse near downtown Dallas,378299943,Justin,,District 2,32.823032675366676,-96.84033199587326,Entire home/apt,,45,0,,,1,36,0,
50382286,Unforgettable Experience in Dallas w Heated Pool!,66353000,Gina & John,,District 13,32.88846,-96.87285,Entire home/apt,495,2,116,2024-05-27,3.18,6,227,31,
50400145,⭐️ Cozy & Convenient ⭐️,15497032,Dallas,,District 6,32.87355,-96.85629,Entire home/apt,101,28,10,2023-12-23,0.33,1,346,1,
50401476,"Welcoming, Spacious 1-bedroom in great location",405807186,Leslie,,District 11,32.88563,-96.77231,Entire home/apt,111,8,29,2024-05-30,0.88,1,133,6,
50405194,Refreshing home in great location,50122489,Destinee,,District 6,32.78982,-96.85651,Entire home/apt,204,2,8,2024-06-16,3.24,2,164,8,
50420928,Studio Retreat in Historic Neighborhood,31482703,Cole,,District 14,32.80250779385764,-96.7438659637921,Entire home/apt,107,2,12,2024-04-21,0.97,1,75,11,
50459448,1bedroom Home Away from Home,407658916,Aaja,,District 14,32.79036,-96.7884,Entire home/apt,215,2,7,2022-04-30,0.22,1,348,0,
50471893,Lower Greenville Craftsman Home Walk Score 82,94118674,Caleb,,District 2,32.81297,-96.77455,Entire home/apt,408,28,8,2022-05-30,0.22,4,194,0,
50481994,Dallas Modern 4BR New Build - Great For Families,407831997,Scott,,District 4,32.72563,-96.8179,Entire home/apt,325,1,102,2024-05-31,2.85,8,180,39,
50507603,Modern Spacious Home | Close to Everything in DT!,243993091,Noemi,,District 14,32.79583,-96.78803,Entire home/apt,215,1,211,2024-06-09,5.82,39,361,58,
50563880,Lovely Condo near Park Lane with 1 King/ 2 Bunks,38817842,Noah,,District 13,32.86684,-96.7575,Entire home/apt,92,30,15,2024-01-14,0.42,1,194,2,
50572729,Spacious Bright and Modern Home with Pool,34693825,Tal,,District 9,32.85052,-96.65857,Entire home/apt,283,1,60,2024-06-15,1.67,5,349,16,
50581205,"Downtown Dallas CozySuites w/ roof pool, gym #2",372592509,CozySuites Dallas,,District 14,32.78195,-96.80201,Entire home/apt,104,2,28,2024-04-10,0.78,48,331,6,
50590475,Just Like The Pictures! Home Sweet Home!,408744362,K&M Luxury Stays,,District 11,32.92547,-96.77661,Entire home/apt,118,1,73,2024-06-02,2.05,1,161,10,
50598528,Charming Cowtown 1 Bed near Downtown Dallas,63064721,Toimishea,,District 6,32.77476,-96.82837,Entire home/apt,95,14,2,2022-08-28,0.08,2,364,0,
50608778,Amyfinehouse |Spacious 3BR Loft |Pool+Views+Valet,36151189,Grace,,District 2,32.77653,-96.79682,Entire home/apt,249,1,122,2024-06-02,3.38,38,244,25,
50615026,Centrally located 2 Bed/2 Bath,81675305,John,,District 14,32.83607,-96.75305,Entire home/apt,123,30,24,2023-11-25,0.85,2,328,7,
50616164,The Plush Pad @ the Galleria!,156240401,Casaia,,District 11,32.93631,-96.81398,Shared room,69,2,0,,,1,365,0,
50622554,Private comfy room with its own bathroom(read info,100555769,Candace And Tarun,,District 2,32.81384,-96.86269,Private room,60,2,92,2024-05-27,2.54,3,37,35,
50623263,Cozy bedroom with private bathroom (READ INFO),100555769,Candace And Tarun,,District 2,32.81276,-96.86271,Private room,56,2,72,2024-06-07,2.04,3,74,38,
50662611,Exquisite 1BR Condo in Turtle Creek,112884651,Babu,,District 14,32.81518,-96.80077,Entire home/apt,88,180,0,,,1,358,0,
50663341,Jade D’ Ellum!,65759920,Jade,,District 2,32.78577141904009,-96.77727841222428,Entire home/apt,,2,2,2023-11-14,0.26,1,0,2,
50664389,Single room no furniture,409387502,Brandon,,District 11,32.893527117630114,-96.77190394638207,Private room,59,1,0,,,1,364,0,
50701904,Bardo Lofts Suite 302,373957214,Christian,,District 1,32.75231,-96.82505,Entire home/apt,77,1,193,2024-06-14,5.33,20,358,78,
50709606,The Pleasant Surprise,21232003,Zoe,,District 14,32.78207,-96.79838,Entire home/apt,136,2,233,2024-06-10,6.50,3,74,72,
50729069,Brightly❤ @ Medical Center|Dwtwn | Love Field| 1BR,339857476,Andela,,District 2,32.82589,-96.85002,Entire home/apt,155,1,17,2024-01-14,0.47,13,319,3,
50729405,Prim Royale| Medical Center|Dwtwn |King-Size | 1BR,339857476,Andela,,District 2,32.82583,-96.85018,Entire home/apt,155,1,17,2024-05-21,0.57,13,319,3,
50733308,MOMO sweet home (2BD/2BA) on Preston Rd with pool,247532731,Momo,,District 11,32.95357,-96.79972,Entire home/apt,138,30,19,2023-08-13,0.54,3,173,1,
50734634,Wonderful 1 bedroom duplex,338570291,Quang,,District 2,32.79707,-96.76634,Entire home/apt,78,1,17,2023-08-31,0.57,2,35,2,
50754704,Pretty in Pink! 6 miles from Down Town Dallas,181178708,Ruth,,District 7,32.76587,-96.71455,Entire home/apt,139,2,83,2024-05-27,2.98,5,345,34,
50754707,The B on the boardwalk. Design District Down Town,181178708,Ruth,,District 6,32.78672,-96.85377,Entire home/apt,187,2,92,2024-06-02,2.71,5,348,21,
50757716,Bishop Arts Boho craftsman with POOL!,28823091,Melissa,,District 1,32.74502,-96.84386,Entire home/apt,339,4,32,2024-05-06,0.89,1,310,17,
50759508,Luxury High-Rise 800 sqft with views and sky pool,203603888,Kennery,,District 14,32.78264,-96.8016,Entire home/apt,109,1,200,2024-06-04,5.62,6,320,51,
50794388,"Spacious&Airy 2bed/2bath w/King Bed&Backyard, SMU",51662786,Shelby,,District 14,32.82174,-96.76468,Entire home/apt,141,2,99,2024-05-31,2.76,6,162,33,
50814071,Quiet Master bedroom with private bath(Read info),100555769,Candace And Tarun,,District 2,32.81292,-96.86236,Private room,47,2,84,2024-06-03,2.34,3,48,40,
50856358,Luxury 6 Bedroom Sleeps 12 Home in N Dallas Pool,411166895,Kaitlyn,,District 12,32.98695,-96.79494,Entire home/apt,577,31,12,2023-07-05,0.34,1,140,1,
50857896,Quiet Private Room In Beautiful Home Near The City,25741592,Daygo,,District 3,32.67636,-96.79991,Private room,60,2,2,2021-11-28,0.06,3,365,0,
50872166,Entire Home w HotTub by Lake/Arboretum- Pets OK!,8391909,Andreas,,District 9,32.82662,-96.70716,Entire home/apt,186,2,45,2024-06-15,1.27,1,278,8,
50880402,30+ Days in Dallas,132762920,Rhyan,,District 7,32.76171430726247,-96.77006195515654,Entire home/apt,269,30,4,2024-04-09,0.35,1,175,4,
50892110,Luxury Modern Home in the Heart of Dallas,254391347,Zach,,District 14,32.81339,-96.76909,Entire home/apt,278,2,151,2024-05-29,4.27,3,349,40,
50898736,Beautiful 3 bedrm+Garage! Walk2 Eats|Bars|Shops,411550914,Rachel,,District 14,32.81625,-96.80911,Entire home/apt,218,2,137,2024-06-15,3.84,1,38,37,
50931570,The Crest Ridge Casita!,226511427,Sarah,,District 9,32.8287,-96.66154,Entire home/apt,65,3,33,2024-04-29,0.96,5,77,12,
50939847,Oaklawn Medical District Condo,72468120,Lauren,,District 2,32.81829,-96.8318,Entire home/apt,63,32,2,2024-06-08,0.06,2,334,1,
50953237,Uptown/Downtown Dallas,411527590,Sj Luxury,,District 2,32.78523,-96.78117,Entire home/apt,145,2,24,2022-08-24,0.73,1,362,0,
50959195,5min to Bishop Arts ~ Stay at Meadow House,146477,Sabrina And Julius,,District 1,32.74949,-96.84387,Entire home/apt,95,1,86,2024-06-09,3.00,1,351,29,
50961679,Tropical Sunset Bungalow w/ Pool near Bishop Arts,158221840,Matthew,,District 1,32.74318,-96.85944,Entire home/apt,185,2,136,2024-06-06,3.98,1,130,52,
51014349,UpscaleArea-GreatYard-BrandNew-MidwayHollowStunner,50284779,Kelsea,,District 6,32.87729,-96.84447,Entire home/apt,400,6,5,2023-05-14,0.17,2,218,0,
51025739,Lower-Greenville Landing | Close to Everything,386021104,Ci Management,,District 14,32.82344,-96.76902,Entire home/apt,77,1,108,2024-05-30,3.05,8,335,21,
51062381,Blue Cottage at Eastwood Hills,25134399,Erin,,District 7,32.81329,-96.69391,Entire home/apt,231,2,49,2024-05-27,1.44,2,145,18,
51070853,Inviting Condo by the Lake w/ Yard & Parking,35999704,Deeana,,District 14,32.81315,-96.73449,Entire home/apt,,60,27,2024-04-09,0.82,1,23,3,
51108409,Dual Queen Suites,102268300,Jasmin,,District 2,32.78487,-96.7829,Entire home/apt,198,30,60,2024-04-08,1.83,1,90,1,
51166757,Bardo Lofts Suite #204,373957214,Christian,,District 1,32.75283,-96.82346,Entire home/apt,77,1,175,2024-06-14,4.93,20,360,56,
51178473,"Ambiance in Downtown, Uptown, Market Ctr, AA Ctr!",122082073,Jaime,,District 2,32.80558,-96.82574,Entire home/apt,303,1,114,2024-05-29,3.22,5,206,53,
51186958,"Luxurious, stylish, total remodel 2021, private",16783105,Mike,,District 11,32.88669,-96.77051,Entire home/apt,70,7,5,2022-10-23,0.16,6,326,0,
51193890,Stylish Minimalist Space For Ultimate Relaxation.,68299103,E,,District 10,32.89202,-96.73932,Private room,57,1,104,2024-05-29,4.05,6,138,41,
51195626,Bardo Loft Suite #201,373957214,Christian,,District 1,32.75248,-96.82498,Entire home/apt,77,1,218,2024-06-06,6.19,20,355,54,
51258391,Monthly bedroom stay.,64684142,Eslendy,,District 12,33.0028,-96.79541,Private room,30,30,110,2024-01-08,3.13,3,350,12,
51263301,Swiss Ave Chic 1BR Ensuite Condo,23916014,Braden,,District 2,32.798373052327406,-96.77456386661311,Entire home/apt,91,5,9,2024-02-18,0.29,83,292,2,
51264907,"Casa Indigo: Extended Stays, Pets OK, Fenced yard!",56393267,David,,District 1,32.753323,-96.837936,Entire home/apt,154,2,41,2024-02-07,1.20,7,333,13,
51270983,DallasHaus Near Galleria/Medical City,356896257,Michael,,District 11,32.92625,-96.77643,Entire home/apt,94,30,13,2024-06-09,0.60,12,126,6,
51279118,Affordable & Convenient! Free WiFi!,329464978,Aly,,District 10,32.91419,-96.73688,Entire home/apt,75,14,16,2024-02-03,0.45,32,122,2,
51285505,Newly Remodeled Oaklawn Condo,72468120,Lauren,,District 2,32.81809,-96.83228,Entire home/apt,71,60,0,,,2,321,0,
51305835,Spacious 2 bed/2 bath,81675305,John,,District 14,32.83561,-96.7544,Entire home/apt,128,30,58,2024-04-20,1.78,2,312,10,
51306937,"Loft Style Home near Downtown, DosEquis, DeepEllum",294407892,Kelly,,District 7,32.762686628466525,-96.76954332571975,Entire home/apt,196,2,12,2024-06-18,0.78,1,14,9,
51321557,Modern & Luxurious  1X1 Condo- Deep Ellum.,110821540,Maritza,,District 2,32.78704,-96.78118,Entire home/apt,108,2,45,2024-06-01,1.30,1,307,19,
51350768,Deep Ellum Vibrate Art Novea,71904530,NJN Enterprises,,District 2,32.78466,-96.77867,Entire home/apt,120,1,218,2024-06-02,6.28,1,73,54,
51369068,1BR | 3 Beds | DT Views | Free Valet Parking,181794187,Syed,,District 2,32.77681,-96.79711,Entire home/apt,105,2,78,2024-06-17,2.25,17,348,20,
51385015,Luxury Comfort 5 Bedroom Home in Heart of Dallas,407831997,Scott,,District 6,32.7923,-96.85579,Entire home/apt,309,1,90,2024-06-03,2.59,8,173,32,
51388629,"Casa Azul + Casita🦩Pool, Spa, Shops + We 💙 Dogs!",47487405,Ashley,,District 14,32.818371,-96.78495,Entire home/apt,1005,3,34,2024-04-28,1.07,6,168,7,
51419886,Cute & Contemporary 1 Bed Apt! Easy Pool Access!,329464978,Aly,,District 10,32.91358,-96.73772,Entire home/apt,74,30,10,2023-06-04,0.30,32,258,0,
51435289,Dallas Home - Modern Day Living @ Flawless Empire,293238139,Jesse,,District 4,32.70134,-96.80673,Entire home/apt,299,1,63,2024-06-02,2.18,1,362,28,
51451233,Dallas Oasis,228278867,Sheyenne,,District 2,32.81362,-96.77874,Entire home/apt,88,7,16,2024-04-10,0.46,2,334,4,
51465535,JUST LISTED! Completely renovated with turfed yard,416833669,Nick,,District 14,32.81882,-96.80893,Entire home/apt,99,30,10,2024-05-19,0.29,1,327,2,
51472129,Artsy Oasis | Downtown |  Free Parking + Gym,391994705,Nadiyah,,District 14,32.79155,-96.79194,Entire home/apt,172,2,7,2022-05-22,0.23,3,170,0,
51491560,Vibrant and Cozy perfect for Long Stays,311073918,Shiroh,,District 2,32.80035,-96.780548,Entire home/apt,91,28,38,2024-04-17,1.09,7,237,9,
51493359,Lovely 1 Bedroom 2 minutes from downtown Dallas,417089157,Amber,,District 14,32.80052,-96.76718,Entire home/apt,75,15,18,2022-08-29,0.64,1,365,0,
51493422,CozySuites | TWO Condos with sky Pool in Dallas,372592509,CozySuites Dallas,,District 14,32.7819,-96.7977,Entire home/apt,477,2,16,2024-05-18,0.46,48,347,3,
51502434,~EXTENDED STAY~ Affordable in DFW! Free WiFi!,329464978,Aly,,District 10,32.91552,-96.73767,Entire home/apt,74,14,11,2024-01-16,0.35,32,321,2,
51510146,Cozy Vintage Tudor Brick Casa OAK CLIFF,346661151,Rebecca,,District 1,32.72884,-96.84127,Entire home/apt,199,4,13,2024-02-28,1.01,1,265,11,
51519634,✸Sunny Studio Lorraine✸ Full Kitchen & Parking,51662786,Shelby,,District 14,32.80042,-96.78718,Entire home/apt,81,2,93,2024-06-03,2.70,6,40,20,
51522362,✸Sunny Studio Cara✸ Vaulted Ceilings + Marble Bath,51662786,Shelby,,District 14,32.80218,-96.78698,Entire home/apt,68,3,84,2024-06-03,2.46,6,54,25,
51556582,Modern and Comfortable Home Close to Downtown,389385913,Marina,,District 6,32.7925,-96.88899,Entire home/apt,215,1,67,2024-06-14,1.94,13,362,13,
51558547,"Luxe Warehouse in Downtown Dallas, TX",417677922,Chyenne,,District 2,32.76749,-96.78802,Entire home/apt,571,1,44,2024-05-26,1.30,2,338,12,
51596539,Modern Jungle 5BR Pool W Huge View & Private,417956989,Ido,,District 3,32.63998,-96.96765,Entire home/apt,529,2,79,2024-06-08,2.29,2,228,5,
51606372,1 BR Luxury Living in the Sky,33847750,Classified Stays,,District 14,32.7808,-96.79816,Entire home/apt,126,1,78,2024-05-26,2.30,1,294,13,
51614054,Tiny Home Escape,418079341,David,,District 14,32.79213,-96.78156,Entire home/apt,192,1,208,2024-05-31,6.20,3,262,58,
51625568,Heated plunge pool with firepit on Katy Trail,31181953,Logan,,District 14,32.81718,-96.79445,Entire home/apt,907,2,48,2024-05-12,1.44,3,298,15,
51652618,Regal Swiss Ave Luxury Retreat Central Dallas,23916014,Braden,,District 2,32.79678651338229,-96.77634322093827,Entire home/apt,90,5,15,2024-04-10,0.46,83,317,2,
51671675,Modern Luxury Home - Knox Henderson - SMU,410291824,Alex & Dania,,District 14,32.82533,-96.78323,Entire home/apt,,3,86,2024-04-08,2.50,13,0,11,
51673319,Amyfinehouse |Modern 2BR Loft|Pool+Wifi+Desk+Valet,36151189,Grace,,District 2,32.77813,-96.79694,Entire home/apt,174,1,44,2024-06-17,1.28,38,258,6,
51673820,Amyfinehouse |Cozy 2BR Loft |Pool+Views+Desk+Valet,36151189,Grace,,District 2,32.77662,-96.79539,Entire home/apt,165,1,53,2024-05-12,1.55,38,342,11,
51694765,"Stunning Penthouse I 5 min to DT Dallas I Pool,Gym",28836312,Joshua,,District 2,32.77824,-96.79676,Entire home/apt,375,1,85,2023-04-23,2.47,3,17,0,
51722121,"Charming Home w/ Jetted Tub, Games & Backyard",404886488,Jake,,District 14,32.8317,-96.76888,Entire home/apt,,1,71,2024-05-25,2.87,4,0,32,
51733700,Quiet Room In Beautiful Home Near The City,25741592,Daygo,,District 3,32.67564,-96.79979,Private room,60,2,5,2022-10-13,0.16,3,365,0,
51750489,Architecturally unique  luxury home in Dallas,419237632,Tracy,,District 2,32.81185,-96.77565,Entire home/apt,600,2,70,2024-06-17,2.10,1,325,16,
51769361,Modern and Spacious Dallas Getaway w/ Private Pool,389385913,Marina,,District 12,32.97044,-96.7785,Entire home/apt,1030,1,38,2024-02-23,1.34,13,284,19,
51770295,Charming location in Uptown Bishop Arts Dist|Comfy,419391001,Kc,,District 1,32.76632,-96.8221,Entire home/apt,114,1,5,2021-10-31,0.15,1,365,0,
51786522,Tiny house Bishop Arts!,419519764,Lani,,District 1,32.74647,-96.834,Entire home/apt,100,2,71,2024-05-26,2.07,6,167,14,
51787811,Private space in Bishop Arts,419519764,Lani,,District 1,32.74634,-96.83525,Entire home/apt,80,2,60,2024-05-04,1.81,6,143,17,
51788177,"Modern 4 Bedroom Near Downtown, Zoo, Uptown & More",73227695,Aj,,District 4,32.70409,-96.80294,Entire home/apt,219,1,209,2024-06-14,6.11,6,347,69,
51806437,White Sage,419704443,Curtis,,District 12,32.9922,-96.84829,Entire home/apt,81,1,59,2024-06-15,2.11,1,350,25,
51824266,Beautiful Spacious Dallas Home,155182441,Corine,,District 11,32.94572,-96.80411,Entire home/apt,250,1,0,,,1,364,0,
51829327,Cute Affordable Stay in Central DFW!,329464978,Aly,,District 10,32.91429,-96.73707,Entire home/apt,82,14,18,2024-05-06,0.53,32,128,5,
51841860,Walk to White Rock Lake from Our Arboretum Retreat,17222607,David,,District 9,32.82339,-96.71175,Entire home/apt,181,2,118,2024-04-30,3.59,1,12,31,
51842921,Boho Chic Dallas Lux,63064721,Toimishea,,District 13,32.89223,-96.76585,Entire home/apt,91,14,1,2022-02-08,0.03,2,314,0,
51868352,Modern townhouse paradise three,395748661,Abraham,,District 13,32.87675,-96.75854,Entire home/apt,93,21,4,2024-01-31,0.17,5,313,2,
51869458,Sanctuary Tower - Sky views / Infinity Pool / Gym,225883121,Erick,,District 14,32.78332,-96.79916,Entire home/apt,146,1,6,2024-06-02,2.40,1,261,6,
51870985,Chic Lower Greenville Home,414861542,Jacob,,District 14,32.82549,-96.77332,Entire home/apt,275,3,39,2024-04-09,1.15,10,194,4,
51900944,DFW EXTENDED STAY -  1 BEDROOM APT!,329464978,Aly,,District 10,32.91517,-96.73897,Entire home/apt,75,30,6,2024-05-31,0.21,32,136,2,
51943731,Downtown Dallas penthouse with skyview pool & Gym,136921552,Tess,,District 14,32.78296,-96.79996,Entire home/apt,132,1,107,2024-06-02,3.21,2,233,34,
51969810,Downtown 1 bedroom apartment,75114206,Elana,,District 6,32.78291,-96.8361,Entire home/apt,95,1,22,2024-06-02,0.66,1,264,13,
51980525,A Higher Frequency Off Henderson,193512222,Carpediem,,District 2,32.81343,-96.77545,Entire home/apt,682,3,84,2024-06-16,2.63,21,331,58,
51987659,Dallas Coach Haus w/ Backyard Retreat,77971584,Keith,,District 4,32.68839,-96.83403,Entire home/apt,133,28,59,2024-05-20,2.38,1,96,19,
51989198,6- Downtown Dallas | Lower Greenville | Uptown,152103107,Chad,,District 14,32.80449,-96.76144,Entire home/apt,91,1,52,2024-06-01,1.53,6,262,21,
52003113,2 bed/2bath near Love Field & Medical District (a),421122540,Sharon,,District 2,32.8505,-96.82939,Entire home/apt,90,30,8,2023-09-13,0.25,3,258,2,
52024775,Affordable Luxury Rooftop Home - Downtown Views,50090525,Owais & Riffat,,District 6,32.79056,-96.84602,Entire home/apt,329,2,134,2024-05-27,4.04,1,132,45,
52043662,"Kasa | Greenville 2BD, Pool & Gym Access | Dallas",88566861,Kasa,,District 14,32.84788,-96.76437,Entire home/apt,205,2,84,2024-04-21,2.55,9,281,22,
52043980,25% OFF 2BD | Pool | Med Dist Dallas | DAL069,1171880,Rick,,District 2,32.81121,-96.81739,Entire home/apt,172,30,5,2023-07-08,0.19,7,119,1,
52051517,Villa with Backyard Pool Oasis by RelaxSTR,998462,Robert,,District 11,32.92332,-96.80164,Entire home/apt,912,2,27,2024-04-21,0.81,4,344,3,
52075931,Luxury 2 - Bedroom - Downtown,421644317,Junior,,District 14,32.78175227822294,-96.79700783180131,Entire home/apt,148,2,1,2024-05-27,1,1,260,1,
52083476,"Casa Plata:XtendedStay, Pets, big yard, BishopArts",56393267,David,,District 1,32.75228,-96.83799,Entire home/apt,212,2,21,2024-05-27,0.64,7,323,8,
52086301,"R81 - FOR A SINGLE GUEST, PRIVATE ROOM, BEST DEAL",125752097,River,,District 8,32.67158,-96.74945,Private room,39,32,0,,,8,365,0,
52112905,Walk>Bishop Arts | Neon LED | Travel Workers!,289869332,Madeline,,District 1,32.74795,-96.837,Entire home/apt,82,1,176,2024-05-24,5.22,6,69,50,
52113452,Walk>Bishop Arts | Travel Workers | Full Studio MO,289869332,Madeline,,District 1,32.74823,-96.8372,Entire home/apt,62,1,100,2024-05-29,2.97,6,86,20,
52125071,Sonder at Commerce | Studio Apartment,256861373,Sonder (Dallas),,District 14,32.78101,-96.79372,Entire home/apt,205,1,83,2024-04-01,2.49,5,66,29,
52125507,Sonder at Commerce | Two-Bedroom Apartment,256861373,Sonder (Dallas),,District 14,32.7816,-96.79439,Entire home/apt,243,1,354,2024-06-03,10.63,5,91,100,
52126733,Sonder at Commerce | One-Bedroom Apartment,256861373,Sonder (Dallas),,District 14,32.78146,-96.79535,Entire home/apt,227,1,608,2024-06-03,18.04,5,99,156,
52147642,Uptown Luxury Home with Tesla Charging Station,284517676,Duke,,District 2,32.81298,-96.78468,Entire home/apt,143,2,36,2024-06-02,1.08,1,140,18,
52149391,"Stunning Cheerful,Modern Home",105820908,Rachel,,District 12,32.99133,-96.78953,Entire home/apt,414,2,28,2024-03-24,0.85,2,56,2,
52153232,Longhorn on Longview - 3 Bedroom Home,88592386,Kris,,District 14,32.8312,-96.77034,Entire home/apt,350,2,66,2024-05-26,2.16,1,254,25,
52169111,Bardo Loft 304,373957214,Christian,,District 1,32.75067,-96.82338,Entire home/apt,81,1,139,2024-06-09,4.12,20,339,61,
52171486,"1-bedroom, 8 minutes from Downtown Dallas",18350711,Brittney,,District 6,32.78961,-96.85072,Entire home/apt,62,2,66,2023-12-09,2.00,1,80,12,
52186258,*Rustic Realm*2bd*KaybaileyCenter* Gym*pool*,80546953,Roof Ova,,District 2,32.77662,-96.79564,Entire home/apt,183,2,30,2024-05-05,0.90,2,79,8,
52189921,"Ri. FOR A SINGLE GUEST, A PRIVATE ROOM, BEST DEAL!",125752097,River,,District 8,32.67132,-96.74819,Private room,39,32,2,2022-03-14,0.06,8,365,0,
52199897,Dreamy Getaway - One Bedroom w/ Skyline View,291193593,Erica,,District 14,32.78101,-96.79974,Entire home/apt,155,1,18,2022-08-10,0.61,1,189,0,
52223862,Lovely Lakeside Living,77497159,Irina,,District 9,32.9637,-96.48124,Entire home/apt,230,3,13,2024-06-02,0.40,1,360,5,
52225934,"MINIMALIST STAY | FREE WIFI | DALLAS, TX",329464978,Aly,,District 10,32.91564,-96.73878,Entire home/apt,72,14,13,2024-06-04,0.40,32,340,3,
52233446,"Elegant, pet friendly home/upscale neighborhood",40907479,Lisa,,District 6,32.87451,-96.84294,Entire home/apt,217,4,15,2024-06-03,0.48,7,132,10,
52257019,City Cottage - Updated home close to Bishop Arts!,43042344,Rent On Your Terms,,District 1,32.75549,-96.84315,Entire home/apt,99,2,48,2024-05-27,1.49,45,243,28,
52271290,The White Oasis - modern & renovated WFH paradise,6675921,John,,District 14,32.84671,-96.76798,Entire home/apt,106,30,22,2024-03-29,0.67,2,295,3,
52274639,Amyfinehouse |Luxe 3BR Loft |Pool+Views+Desk+Valet,36151189,Grace,,District 2,32.77872,-96.79481,Entire home/apt,222,1,81,2024-06-02,2.42,38,259,25,
52278420,Amyfinehouse |Spacious 3BR Apt |Pool+Desk+Patio,36151189,Grace,,District 14,32.80404,-96.80139,Entire home/apt,276,1,29,2024-06-04,0.91,38,342,5,
52279772,"Amyfinehouse |Cozy, Safe 2BR Apt |Pool+Patio+Views",36151189,Grace,,District 14,32.80279,-96.80297,Entire home/apt,257,1,52,2024-05-20,1.64,38,315,7,
52333046,Charming East Dallas Home,35247871,Karrie,,District 7,32.8041,-96.7037,Entire home/apt,164,2,19,2024-04-21,0.58,1,152,5,
52358808,"Landing | Amazing 1BD, Courtyard",263502162,Landing,,District 1,32.749131888874764,-96.8473504882891,Entire home/apt,67,30,0,,,3,363,0,
52365200,Renovated and Spacious Stay NR Love Field Airport,31628738,Sally,,District 6,32.873492714160115,-96.85758710451596,Entire home/apt,73,2,49,2024-06-05,1.49,14,313,23,
52402919,5 STAR House - Chic Mid-Century Modern Luxury Home,73407361,Mesh,,District 6,32.88012,-96.87134,Entire home/apt,359,2,52,2024-04-09,1.59,5,127,14,
52404920,"Group Event Location! 2 Spacious Units, Pool",5615582,RoomPicks,,District 11,32.92654,-96.76214,Private room,228,1,8,2023-05-07,0.25,12,0,0,
52422565,Luxury Apartment Uptown Dallas/West Village,108514926,Dalls,,District 14,32.80826,-96.79767,Entire home/apt,120,56,0,,,122,162,0,
52435933,Urban Country Cabin-15min from Downtown Dallas,26669452,Aesha,,District 5,32.7582,-96.70606,Entire home/apt,325,3,4,2024-04-08,0.12,4,365,1,
52441906,5 miles to Downtown in Dallas Medical District,415679319,Melanie,,District 2,32.81613,-96.85174,Entire home/apt,352,2,18,2024-04-09,0.55,1,9,3,
52442665,Beautiful  home close to downtown Dallas.,80467395,Nilu,,District 3,32.67781,-96.84981,Entire home/apt,257,3,10,2024-04-21,0.32,1,145,2,
52444904,"Bliss in Downtown, Uptown, Market Ctr, AA Ctr!",122082073,Jaime,,District 2,32.80741,-96.82343,Entire home/apt,257,1,83,2024-06-16,2.53,5,213,35,
52454342,Spacious Luxury Home with Heated Pool & Pool Table,66353000,Gina & John,,District 10,32.92503,-96.71156,Entire home/apt,504,2,77,2024-05-19,2.44,6,237,18,
52454392,Spacious Family Home in East Dallas,75023662,Ali,,District 14,32.85099,-96.7543,Entire home/apt,307,2,34,2024-06-02,1.03,1,329,12,
52455203,Walker’s Paradise✨1 Block from Shops & Restaurants,27014592,Skye,,District 1,32.74461,-96.82981,Entire home/apt,100,2,97,2024-06-15,2.91,2,94,31,
52470332,Driem House-Designer /huge yard /North Dallas,430957331,Deisy,,District 12,32.99294,-96.7881,Entire home/apt,377,3,7,2024-01-01,0.21,12,346,2,
52484947,Simplicity and Convenience! Pool View w. Balcony!,329464978,Aly,,District 10,32.91351,-96.73888,Entire home/apt,75,14,12,2024-02-01,0.36,32,132,2,
52517456,Deep Ellum/Downtown/Uptown/Fair Park 1BR Apartment,141551161,Soneisha,,District 2,32.77865,-96.78659,Entire home/apt,,1,144,2024-05-31,4.40,1,0,49,
52517747,Central Dallas - SLEEK Luxurious 1BED 1BATH PAD,397779955,Y.H.,,District 2,32.79887784877155,-96.77068196105502,Entire home/apt,76,1,102,2024-05-18,3.08,29,362,36,
52519194,Trinity Green/Grove,389244375,Brent,,District 6,32.77665,-96.8423,Entire home/apt,129,1,7,2022-02-27,0.21,1,364,0,
52532175,Urban-Chic 3 bed/2 bath loft in Historic District,425190036,Paula,,District 14,32.79765,-96.76294,Entire home/apt,1750,1,0,,,1,365,0,
52553185,1920s Swiss Ave Historic District Cottage,61469939,Joanie,,District 14,32.81136,-96.76073,Entire home/apt,350,2,13,2024-05-19,0.46,2,82,6,
52560317,Chic Modern Home,105820908,Rachel,,District 12,32.99048,-96.78686,Entire home/apt,350,2,16,2024-05-26,0.49,2,52,2,
52583667,BRAND NEW! Luxury event space,92526389,Angel,,District 11,32.93003,-96.82064,Entire home/apt,1200,1,1,2021-12-20,0.03,1,89,0,
52583870,The Dallas Guesthouse,383139397,Erin,,District 14,32.81069,-96.75455,Entire home/apt,102,2,80,2024-05-26,2.45,1,278,26,
52585107,"Henderson Retreat - King bed, patio, walk to fun",14879587,Jaxsie,,District 14,32.81766,-96.78339,Entire home/apt,95,1,140,2024-06-17,4.26,10,79,50,
52598830,Henderson Haven - 1 bedroom King Bed Private Patio,14879587,Jaxsie,,District 14,32.81753,-96.78208,Entire home/apt,93,1,130,2024-06-16,3.96,10,76,37,
